pin,slack
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[199]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[199]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[199]:D,6268
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[199]:Y,6268
eeprom_0/eeprom_if_0/SDI_0_sqmuxa_i_o5_0_o2:A,6881
eeprom_0/eeprom_if_0/SDI_0_sqmuxa_i_o5_0_o2:B,6857
eeprom_0/eeprom_if_0/SDI_0_sqmuxa_i_o5_0_o2:Y,6857
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[107]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[107]:CLK,15799
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[107]:D,8567
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[107]:Q,15799
gpio_0/TP_OUT_REG[4]:ALn,
gpio_0/TP_OUT_REG[4]:CLK,7250
gpio_0/TP_OUT_REG[4]:D,8854
gpio_0/TP_OUT_REG[4]:EN,4774
gpio_0/TP_OUT_REG[4]:Q,7250
phy_if_0/tx_package[22]:ALn,
phy_if_0/tx_package[22]:CLK,5814
phy_if_0/tx_package[22]:D,5450
phy_if_0/tx_package[22]:EN,2046
phy_if_0/tx_package[22]:Q,5814
oscillator_counter_0/sp[6]:ALn,
oscillator_counter_0/sp[6]:CLK,8248
oscillator_counter_0/sp[6]:D,8854
oscillator_counter_0/sp[6]:EN,4003
oscillator_counter_0/sp[6]:Q,8248
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNIBKLBI1[3]:B,7129
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNIBKLBI1[3]:C,7629
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNIBKLBI1[3]:CC,7109
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNIBKLBI1[3]:P,7129
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNIBKLBI1[3]:S,7109
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNIBKLBI1[3]:Y3,
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNIBKLBI1[3]:Y3A,
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[62]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[62]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[62]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[62]:D,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[62]:Y,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_wrdata_reg_15_iv[0]:A,5450
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_wrdata_reg_15_iv[0]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_wrdata_reg_15_iv[0]:C,6255
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_wrdata_reg_15_iv[0]:Y,5450
phy_if_0/OPB_DO_RNO_1[5]:A,6241
phy_if_0/OPB_DO_RNO_1[5]:B,5495
phy_if_0/OPB_DO_RNO_1[5]:C,1930
phy_if_0/OPB_DO_RNO_1[5]:D,1744
phy_if_0/OPB_DO_RNO_1[5]:Y,1744
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_addr[9]:ALn,
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_addr[9]:CLK,8208
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_addr[9]:D,6832
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_addr[9]:EN,6492
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_addr[9]:Q,8208
u_cmd_server/msg_buffer_inst/rx_fifo_inst/rbin[2]:ALn,
u_cmd_server/msg_buffer_inst/rx_fifo_inst/rbin[2]:CLK,5523
u_cmd_server/msg_buffer_inst/rx_fifo_inst/rbin[2]:D,6400
u_cmd_server/msg_buffer_inst/rx_fifo_inst/rbin[2]:Q,5523
eeprom_0/EEP_DO_20_11_1_wmux_0[5]:A,2957
eeprom_0/EEP_DO_20_11_1_wmux_0[5]:B,4411
eeprom_0/EEP_DO_20_11_1_wmux_0[5]:C,5448
eeprom_0/EEP_DO_20_11_1_wmux_0[5]:D,5390
eeprom_0/EEP_DO_20_11_1_wmux_0[5]:Y,2957
eeprom_0/eeprom_if_0/sTYPE_DATA[2]:ALn,
eeprom_0/eeprom_if_0/sTYPE_DATA[2]:CLK,5595
eeprom_0/eeprom_if_0/sTYPE_DATA[2]:D,8183
eeprom_0/eeprom_if_0/sTYPE_DATA[2]:EN,7870
eeprom_0/eeprom_if_0/sTYPE_DATA[2]:Q,5595
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[212]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[212]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[212]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[212]:Y,6815
clkgen_2khz/un5_cntr_cry_12:B,7810
clkgen_2khz/un5_cntr_cry_12:CC,7659
clkgen_2khz/un5_cntr_cry_12:P,7810
clkgen_2khz/un5_cntr_cry_12:S,7659
clkgen_2khz/un5_cntr_cry_12:Y3,
clkgen_2khz/un5_cntr_cry_12:Y3A,
phy_if_0/OPB_DO_RNO_1[13]:A,2099
phy_if_0/OPB_DO_RNO_1[13]:B,6134
phy_if_0/OPB_DO_RNO_1[13]:C,1967
phy_if_0/OPB_DO_RNO_1[13]:Y,1967
phy_if_0/OPB_DO_RNO_5[15]:A,3551
phy_if_0/OPB_DO_RNO_5[15]:B,3499
phy_if_0/OPB_DO_RNO_5[15]:C,2135
phy_if_0/OPB_DO_RNO_5[15]:D,1548
phy_if_0/OPB_DO_RNO_5[15]:Y,1548
eeprom_0/eeprom_if_0/page_wrdata_reg[212]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[212]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[212]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[212]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[212]:Q,8248
gpio_0/GPIO_OUT_REG[23]:ALn,
gpio_0/GPIO_OUT_REG[23]:CLK,7376
gpio_0/GPIO_OUT_REG[23]:D,8908
gpio_0/GPIO_OUT_REG[23]:EN,4774
gpio_0/GPIO_OUT_REG[23]:Q,7376
eeprom_0/EEP_DO_20_13_1_0_wmux[27]:A,4732
eeprom_0/EEP_DO_20_13_1_0_wmux[27]:B,3883
eeprom_0/EEP_DO_20_13_1_0_wmux[27]:C,5632
eeprom_0/EEP_DO_20_13_1_0_wmux[27]:D,5574
eeprom_0/EEP_DO_20_13_1_0_wmux[27]:Y,3883
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[14]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[14]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[14]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[14]:D,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[14]:Y,6284
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[15]:A,6411
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[15]:B,8038
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[15]:C,5352
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[15]:D,5531
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[15]:Y,5352
scratch_pad_register_0/dev_sp1[1]:ALn,
scratch_pad_register_0/dev_sp1[1]:CLK,8208
scratch_pad_register_0/dev_sp1[1]:D,8842
scratch_pad_register_0/dev_sp1[1]:EN,4150
scratch_pad_register_0/dev_sp1[1]:Q,8208
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNI5BK05_2[120]:A,4600
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNI5BK05_2[120]:B,4554
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNI5BK05_2[120]:Y,4554
phy_if_0/OPB_DO_RNO_4[24]:A,5960
phy_if_0/OPB_DO_RNO_4[24]:B,5912
phy_if_0/OPB_DO_RNO_4[24]:C,3476
phy_if_0/OPB_DO_RNO_4[24]:D,4871
phy_if_0/OPB_DO_RNO_4[24]:Y,3476
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_125_RNIBFQMQ_6:A,7005
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_125_RNIBFQMQ_6:B,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_125_RNIBFQMQ_6:C,6911
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_125_RNIBFQMQ_6:D,6783
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_125_RNIBFQMQ_6:Y,6284
scratch_pad_register_0/SP_DO14_0_a2:A,4571
scratch_pad_register_0/SP_DO14_0_a2:B,3548
scratch_pad_register_0/SP_DO14_0_a2:C,5425
scratch_pad_register_0/SP_DO14_0_a2:D,3546
scratch_pad_register_0/SP_DO14_0_a2:Y,3546
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[168]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[168]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[168]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[168]:Y,6815
HDW_DEVRST_N_ibuf/U_IOPAD:PAD,
HDW_DEVRST_N_ibuf/U_IOPAD:Y,
eeprom_0/eeprom_if_0/page_wrdata_reg[237]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[237]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[237]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[237]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[237]:Q,8248
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIFAS6E_0[26]:A,3695
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIFAS6E_0[26]:B,3633
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIFAS6E_0[26]:Y,3633
eeprom_0/EEP_DO_20_10_1_wmux_0[12]:A,3995
eeprom_0/EEP_DO_20_10_1_wmux_0[12]:B,5546
eeprom_0/EEP_DO_20_10_1_wmux_0[12]:C,6486
eeprom_0/EEP_DO_20_10_1_wmux_0[12]:D,6428
eeprom_0/EEP_DO_20_10_1_wmux_0[12]:Y,3995
clkgen_25mhz/cntr[12]:ALn,
clkgen_25mhz/cntr[12]:CLK,7081
clkgen_25mhz/cntr[12]:D,7653
clkgen_25mhz/cntr[12]:Q,7081
clkgen_25mhz/cntr[12]:SLn,6917
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[123]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[123]:CLK,15700
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[123]:D,8549
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[123]:Q,15700
u_cmd_server/cmn_uart_inst/uart_rx_filter_RNO[1]:A,
u_cmd_server/cmn_uart_inst/uart_rx_filter_RNO[1]:B,8191
u_cmd_server/cmn_uart_inst/uart_rx_filter_RNO[1]:C,8111
u_cmd_server/cmn_uart_inst/uart_rx_filter_RNO[1]:D,6186
u_cmd_server/cmn_uart_inst/uart_rx_filter_RNO[1]:Y,6186
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIVCANJ1[120]:A,5323
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIVCANJ1[120]:B,5249
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIVCANJ1[120]:C,1918
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIVCANJ1[120]:Y,1918
u_clkgen/pulse500us_div_1_sqmuxa_0_a2:A,4175
u_clkgen/pulse500us_div_1_sqmuxa_0_a2:B,5194
u_clkgen/pulse500us_div_1_sqmuxa_0_a2:Y,4175
u_clkgen/pulse2khz_div/un1_cntr_cry_14:A,6818
u_clkgen/pulse2khz_div/un1_cntr_cry_14:B,6776
u_clkgen/pulse2khz_div/un1_cntr_cry_14:CC,
u_clkgen/pulse2khz_div/un1_cntr_cry_14:P,6776
u_clkgen/pulse2khz_div/un1_cntr_cry_14:Y3,
u_clkgen/pulse2khz_div/un1_cntr_cry_14:Y3A,6847
eeprom_0/EEP_DO_20_12_1_wmux_0[6]:A,3029
eeprom_0/EEP_DO_20_12_1_wmux_0[6]:B,3810
eeprom_0/EEP_DO_20_12_1_wmux_0[6]:C,5560
eeprom_0/EEP_DO_20_12_1_wmux_0[6]:D,5502
eeprom_0/EEP_DO_20_12_1_wmux_0[6]:Y,3029
eeprom_0/eeprom_page_wrdata3[30]:ALn,
eeprom_0/eeprom_page_wrdata3[30]:CLK,6414
eeprom_0/eeprom_page_wrdata3[30]:D,8920
eeprom_0/eeprom_page_wrdata3[30]:EN,4066
eeprom_0/eeprom_page_wrdata3[30]:Q,6414
eeprom_0/eeprom_page_wrdata2[11]:ALn,
eeprom_0/eeprom_page_wrdata2[11]:CLK,5632
eeprom_0/eeprom_page_wrdata2[11]:D,8866
eeprom_0/eeprom_page_wrdata2[11]:EN,3994
eeprom_0/eeprom_page_wrdata2[11]:Q,5632
eeprom_0/eeprom_page_wrdata2[29]:ALn,
eeprom_0/eeprom_page_wrdata2[29]:CLK,5632
eeprom_0/eeprom_page_wrdata2[29]:D,8914
eeprom_0/eeprom_page_wrdata2[29]:EN,3994
eeprom_0/eeprom_page_wrdata2[29]:Q,5632
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIFOAI81[118]:A,4336
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIFOAI81[118]:B,4294
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIFOAI81[118]:C,1846
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIFOAI81[118]:D,3241
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIFOAI81[118]:Y,1846
clkgen_25mhz/cntr[9]:ALn,
clkgen_25mhz/cntr[9]:CLK,6996
clkgen_25mhz/cntr[9]:D,7679
clkgen_25mhz/cntr[9]:Q,6996
clkgen_25mhz/cntr[9]:SLn,6917
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[11]:A,6411
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[11]:B,8044
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[11]:C,5352
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[11]:D,5532
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[11]:Y,5352
u_clkgen/clk16khz_div[12]:ALn,
u_clkgen/clk16khz_div[12]:CLK,6420
u_clkgen/clk16khz_div[12]:D,8866
u_clkgen/clk16khz_div[12]:EN,4175
u_clkgen/clk16khz_div[12]:Q,6420
phy_if_0/opb_fifo_inst/wbin_RNO[1]:A,8193
phy_if_0/opb_fifo_inst/wbin_RNO[1]:B,8142
phy_if_0/opb_fifo_inst/wbin_RNO[1]:C,2585
phy_if_0/opb_fifo_inst/wbin_RNO[1]:Y,2585
u_cmd_server/opb_emu_target_inst/pulse_1hz_r:CLK,6444
u_cmd_server/opb_emu_target_inst/pulse_1hz_r:D,7926
u_cmd_server/opb_emu_target_inst/pulse_1hz_r:Q,6444
scratch_pad_register_0/SP_DO12_0_a2:A,4700
scratch_pad_register_0/SP_DO12_0_a2:B,5628
scratch_pad_register_0/SP_DO12_0_a2:C,3599
scratch_pad_register_0/SP_DO12_0_a2:D,2984
scratch_pad_register_0/SP_DO12_0_a2:Y,2984
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_0[18]:A,7150
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_0[18]:B,5964
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_0[18]:C,7328
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_0[18]:D,7078
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_0[18]:Y,5964
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNO[7]:B,7516
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNO[7]:C,8037
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNO[7]:CC,7036
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNO[7]:P,
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNO[7]:S,7036
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNO[7]:Y3,
u_cmd_server/opb_emu_target_inst/msg_read_inst/timeout_cnt_RNO[7]:Y3A,
phy_if_0/ctrl_pkg_transceiver_inst/rx_package[9]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/rx_package[9]:CLK,19030
phy_if_0/ctrl_pkg_transceiver_inst/rx_package[9]:D,19030
phy_if_0/ctrl_pkg_transceiver_inst/rx_package[9]:EN,16407
phy_if_0/ctrl_pkg_transceiver_inst/rx_package[9]:Q,19030
phy_if_0/ctrl_pkg_transceiver_inst/rx_package[9]:SLn,18092
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[4]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[4]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[4]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[4]:D,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[4]:Y,6284
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[32]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[32]:CLK,15561
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[32]:D,8549
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[32]:Q,15561
HDW_EEP_SDI_obuf/U_IOPAD:D,
HDW_EEP_SDI_obuf/U_IOPAD:E,
HDW_EEP_SDI_obuf/U_IOPAD:PAD,
eeprom_0/EEP_DO_20_15[31]:A,5401
eeprom_0/EEP_DO_20_15[31]:B,3083
eeprom_0/EEP_DO_20_15[31]:C,2971
eeprom_0/EEP_DO_20_15[31]:Y,2971
phy_if_0/OPB_DO_RNO_0[15]:A,6336
phy_if_0/OPB_DO_RNO_0[15]:B,6197
phy_if_0/OPB_DO_RNO_0[15]:C,2644
phy_if_0/OPB_DO_RNO_0[15]:D,1548
phy_if_0/OPB_DO_RNO_0[15]:Y,1548
oscillator_counter_0/opb_fifo_inst/o_rempty:ALn,
oscillator_counter_0/opb_fifo_inst/o_rempty:CLK,
oscillator_counter_0/opb_fifo_inst/o_rempty:D,
oscillator_counter_0/opb_fifo_inst/o_rempty:Q,
eeprom_0/EEP_DO_20_12_1_wmux_0[20]:A,4035
eeprom_0/EEP_DO_20_12_1_wmux_0[20]:B,4816
eeprom_0/EEP_DO_20_12_1_wmux_0[20]:C,6566
eeprom_0/EEP_DO_20_12_1_wmux_0[20]:D,6508
eeprom_0/EEP_DO_20_12_1_wmux_0[20]:Y,4035
adder_decode_0/un3_APP_RElto31_0_a2_0:A,2587
adder_decode_0/un3_APP_RElto31_0_a2_0:B,1551
adder_decode_0/un3_APP_RElto31_0_a2_0:C,1475
adder_decode_0/un3_APP_RElto31_0_a2_0:D,1421
adder_decode_0/un3_APP_RElto31_0_a2_0:Y,1421
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[105]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[105]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[105]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[105]:D,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[105]:Y,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.un5_strobe_1us_0_o2:A,3970
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.un5_strobe_1us_0_o2:B,3929
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.un5_strobe_1us_0_o2:C,3844
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.un5_strobe_1us_0_o2:D,3787
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.un5_strobe_1us_0_o2:Y,3787
eeprom_0/eeprom_if_0/page_wrdata_reg[122]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[122]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[122]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[122]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[122]:Q,8248
adder_decode_0/un3_APP_RElto31_0_a2_0_RNI561GS:A,1644
adder_decode_0/un3_APP_RElto31_0_a2_0_RNI561GS:B,1491
adder_decode_0/un3_APP_RElto31_0_a2_0_RNI561GS:C,1421
adder_decode_0/un3_APP_RElto31_0_a2_0_RNI561GS:D,1506
adder_decode_0/un3_APP_RElto31_0_a2_0_RNI561GS:Y,1421
phy_if_0/tx_package_RNO[41]:A,5445
phy_if_0/tx_package_RNO[41]:B,8177
phy_if_0/tx_package_RNO[41]:C,7972
phy_if_0/tx_package_RNO[41]:Y,5445
eeprom_0/eeprom_if_0/page_rddata_reg[195]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[195]:CLK,5632
eeprom_0/eeprom_if_0/page_rddata_reg[195]:D,6268
eeprom_0/eeprom_if_0/page_rddata_reg[195]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[195]:Q,5632
u_cmd_server/opb_emu_target_inst/msg_write_inst/TX_FIFO_DATA_6_0_iv_0_a3[5]:A,7222
u_cmd_server/opb_emu_target_inst/msg_write_inst/TX_FIFO_DATA_6_0_iv_0_a3[5]:B,7256
u_cmd_server/opb_emu_target_inst/msg_write_inst/TX_FIFO_DATA_6_0_iv_0_a3[5]:Y,7222
phy_if_0/un4_rx_good_and_RNO_65:A,5987
phy_if_0/un4_rx_good_and_RNO_65:B,3738
phy_if_0/un4_rx_good_and_RNO_65:C,4638
phy_if_0/un4_rx_good_and_RNO_65:CC,
phy_if_0/un4_rx_good_and_RNO_65:D,4526
phy_if_0/un4_rx_good_and_RNO_65:P,3738
phy_if_0/un4_rx_good_and_RNO_65:Y3,
phy_if_0/un4_rx_good_and_RNO_65:Y3A,
phy_if_0/tx_package[90]:ALn,
phy_if_0/tx_package[90]:CLK,5726
phy_if_0/tx_package[90]:D,8920
phy_if_0/tx_package[90]:EN,2448
phy_if_0/tx_package[90]:Q,5726
phy_if_0/OPB_DO_21_0_iv_12[28]:A,2662
phy_if_0/OPB_DO_21_0_iv_12[28]:B,1943
phy_if_0/OPB_DO_21_0_iv_12[28]:C,1802
phy_if_0/OPB_DO_21_0_iv_12[28]:D,1744
phy_if_0/OPB_DO_21_0_iv_12[28]:Y,1744
eeprom_0/eeprom_if_0/page_wrdata_reg[37]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[37]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[37]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[37]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[37]:Q,8248
phy_if_0/un6_rx_good_0_0_I_75:A,5869
phy_if_0/un6_rx_good_0_0_I_75:B,5400
phy_if_0/un6_rx_good_0_0_I_75:C,5348
phy_if_0/un6_rx_good_0_0_I_75:CC,
phy_if_0/un6_rx_good_0_0_I_75:D,5641
phy_if_0/un6_rx_good_0_0_I_75:P,5348
phy_if_0/un6_rx_good_0_0_I_75:Y3,
phy_if_0/un6_rx_good_0_0_I_75:Y3A,
phy_if_0/tx_package_RNO[63]:A,5445
phy_if_0/tx_package_RNO[63]:B,8177
phy_if_0/tx_package_RNO[63]:C,8014
phy_if_0/tx_package_RNO[63]:Y,5445
phy_if_0/OPB_DO_RNO_0[6]:A,6245
phy_if_0/OPB_DO_RNO_0[6]:B,2600
phy_if_0/OPB_DO_RNO_0[6]:C,1846
phy_if_0/OPB_DO_RNO_0[6]:D,2349
phy_if_0/OPB_DO_RNO_0[6]:Y,1846
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_90_i_m3_2_wmux_0[0]:A,14702
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_90_i_m3_2_wmux_0[0]:B,15484
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_90_i_m3_2_wmux_0[0]:C,15712
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_90_i_m3_2_wmux_0[0]:D,15654
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_90_i_m3_2_wmux_0[0]:Y,14702
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a3_0_0_0[15]:A,6368
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a3_0_0_0[15]:B,5184
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a3_0_0_0[15]:C,6548
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a3_0_0_0[15]:D,6250
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a3_0_0_0[15]:Y,5184
PHY_RMII_TX_EN_obuf/U_IOTRI:D,9357
PHY_RMII_TX_EN_obuf/U_IOTRI:DOUT,9357
PHY_RMII_TX_EN_obuf/U_IOTRI:EOUT,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA_TEMP_0_sqmuxa_0_a3:A,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA_TEMP_0_sqmuxa_0_a3:B,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA_TEMP_0_sqmuxa_0_a3:C,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA_TEMP_0_sqmuxa_0_a3:D,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA_TEMP_0_sqmuxa_0_a3:Y,
eeprom_0/EEP_DO_20_15[7]:A,5459
eeprom_0/EEP_DO_20_15[7]:B,3141
eeprom_0/EEP_DO_20_15[7]:C,3029
eeprom_0/EEP_DO_20_15[7]:Y,3029
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_rep_Z[3]:ALn,
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_rep_Z[3]:CLK,5342
